Version,LineCount,Threads,Run,TaskClock,Cycles,Instructions,CacheMisses,ContextSwitches,MinorFaults,MajorFaults,ElapsedTime,CPUUtilization,MaxRSS,MaxCharTime
V1,1000000,16,2,3161.98,7451183163,26821781183,52020494,0,418535,0,1.890458916,10.45,1689280,0.085204
V1,1000000,16,3,3237.78,7578099695,26816826164,51834312,0,418537,0,1.964674101,10.30,1689440,0.084993
V1,1000000,16,4,3164.30,7449707586,26820474629,51997759,0,418537,0,1.891984520,10.45,1689440,0.084810
V1,1000000,16,5,3158.86,7446776493,26822585785,52051115,0,418537,0,1.887373601,10.46,1689436,0.085177
V1,1000000,16,6,3163.83,7457221815,26821840368,52045965,0,418537,0,1.895508832,10.43,1689440,0.085251
V1,1000000,16,7,3202.38,7511092304,26814938319,51836850,0,418536,0,1.902724201,10.52,1689280,0.085732
V1,1000000,16,8,3242.59,7575019342,26819165910,51824008,0,418537,0,1.969632223,10.29,1689212,0.084929
V1,1000000,16,9,3173.87,7471634479,26820759126,51968779,0,418536,0,1.893377481,10.48,1689280,0.085210
V1,1000000,2,1,2773.77,6816616579,26757641665,53811441,0,418862,0,3.024406448,45.86,1689688,0.476588
V1,1000000,2,10,2618.40,6691174334,26757653675,53867423,0,418499,0,2.225885229,58.82,1689756,0.406186
V1,1000000,2,2,2684.19,6827748995,26757624295,53807298,0,418499,0,2.285882324,58.71,1689528,0.402807
V1,1000000,2,3,2606.80,6684041435,26757651306,53860899,0,418500,0,2.214668658,58.85,1689756,0.408768
V1,1000000,2,4,2680.85,6817907037,26757650728,53802072,0,418498,0,2.283336267,58.70,1689596,0.403198
V1,1000000,2,5,2607.01,6690792067,26757659996,53861470,0,418499,0,2.214508023,58.86,1689760,0.408808
V1,1000000,2,6,2678.59,6826151492,26757643016,53803633,0,418498,0,2.280355948,58.73,1689760,0.403857
V1,1000000,2,7,2609.92,6692292640,26757647246,53863119,0,418500,0,2.218297775,58.83,1689756,0.409300
V1,1000000,2,8,2683.41,6831288419,26757624002,53804141,0,418498,0,2.285461321,58.71,1689596,0.402355
V1,1000000,2,9,2682.39,6829970672,26757614111,53806825,0,418497,0,2.284769428,58.70,1689760,0.402840
V1,1000000,20,1,3471.08,8149006087,26842412543,50626302,0,418545,0,1.902974573,9.12,1689436,0.085264
V1,1000000,20,10,3736.55,8339252161,26837581914,50882078,0,418548,0,2.213191419,8.44,1689600,0.090896
V1,1000000,20,2,3574.17,8385409420,26839129505,50369094,0,418547,0,1.961552627,9.11,1689600,0.086108
V1,1000000,20,3,3463.43,8156033240,26843600617,50621129,0,418545,0,1.891195368,9.16,1689436,0.085202
V1,1000000,20,4,3459.91,8157808154,26842661460,50620842,0,418545,0,1.888602367,9.16,1689596,0.085305
V1,1000000,20,5,3570.50,8360104551,26836260351,50405932,0,418546,0,1.965014004,9.09,1689596,0.085406
V1,1000000,20,6,3456.83,8145465602,26840481270,50616600,0,418547,0,1.889511435,9.15,1689596,0.084998
V1,1000000,20,7,3556.10,8334742201,26837311174,50401262,0,418547,0,1.960843392,9.07,1689596,0.085489
V1,1000000,20,8,3564.76,8336146005,26837892198,50438724,0,418545,0,1.971858192,9.04,1689436,0.084933
V1,1000000,20,9,3464.17,8148735581,26842645664,50613566,0,418545,0,1.894949052,9.14,1689600,0.085480
V1,1000000,4,1,2695.40,6810089795,26764088356,53801317,0,418505,0,2.085986592,32.30,1689760,0.205275
V1,1000000,4,10,2625.50,6667789547,26766249309,53861273,0,418504,0,2.018782858,32.51,1689600,0.211777
V1,1000000,4,2,2625.38,6676853665,26766260154,53857523,0,418506,0,2.018063148,32.52,1689760,0.210403
V1,1000000,4,3,2959.50,6844443598,26766223147,53829742,0,418519,0,3.423142321,21.61,1689760,0.281396
V1,1000000,4,4,2636.67,6679550985,26766128985,53879924,0,418505,0,2.015853634,32.70,1689596,0.209984
V1,1000000,4,5,2698.62,6806591306,26764472220,53807060,0,418503,0,2.088377448,32.31,1689756,0.205839
V1,1000000,4,6,2626.54,6665006239,26766138185,53859226,0,418505,0,2.020470420,32.50,1689760,0.211524
V1,1000000,4,7,2719.22,6804480721,26764475023,53777307,0,418503,0,2.107677067,32.25,1689600,0.206275
V1,1000000,4,8,2625.66,6669672303,26766244485,53857191,0,418504,0,2.018118013,32.53,1689600,0.211528
V1,1000000,4,9,2698.69,6815574436,26764456408,53795164,0,418504,0,2.087100397,32.33,1689756,0.205345
V1,1000000,8,1,2822.23,6877734360,26783165781,53700484,0,418515,0,2.005931173,17.59,1689596,0.117914
V1,1000000,8,10,2730.84,6708144962,26781802849,53781426,0,418515,0,1.923979343,17.74,1689756,0.117735
V1,1000000,8,2,2811.20,6876629907,26782216889,53710601,0,418515,0,1.996066921,17.60,1689760,0.117452
V1,1000000,8,3,2814.21,6878402487,26782908146,53694551,0,418516,0,2.003030090,17.56,1689760,0.116316
V1,1000000,8,4,2741.06,6751455265,26783168113,53759462,0,418517,0,1.934466817,17.71,1689760,0.117935
V1,1000000,8,5,2810.68,6873445368,26782130866,53694281,0,418515,0,1.995363864,17.61,1689760,0.116708
V1,1000000,8,6,2731.78,6719328840,26782322328,53778248,0,418516,0,1.929133588,17.70,1689760,0.116392
V1,1000000,8,7,2804.94,6868879703,26782639047,53694790,0,418515,0,1.994756926,17.58,1689756,0.116295
V1,1000000,8,8,2728.45,6716654675,26782708327,53784663,0,418516,0,1.923447280,17.73,1689756,0.117400
V1,1000000,8,9,2814.09,6877180648,26782019589,53699550,0,418515,0,2.000330851,17.59,1689756,0.116552
V1,100000,1,1,261.17,669586754,2673714318,5268475,0,42265,0,0.261769435,99.77,170720,0.080363
V1,100000,1,10,272.58,695780018,2673714323,5356764,0,42266,0,0.273407782,99.70,170720,0.084428
V1,100000,1,2,273.94,698676361,2673714344,5298043,0,42264,0,0.274559308,99.77,170560,0.083866
V1,100000,1,3,262.47,674104527,2673714322,5357784,0,42266,0,0.263092429,99.76,170720,0.080276
V1,100000,1,4,272.07,694886005,2673714350,5354615,0,42263,0,0.272832567,99.72,170720,0.083508
V1,100000,1,5,275.20,698534753,2673714337,5353946,0,42265,0,0.275908025,99.74,170400,0.084214
V1,100000,1,6,274.14,696899155,2673714350,5355476,0,42265,0,0.274922977,99.72,170560,0.084888
V1,100000,1,7,262.75,674076833,2673714315,5358083,0,42264,0,0.263535510,99.70,170560,0.079907
V1,100000,1,8,273.47,695016814,2673714344,5354417,0,42264,0,0.274399392,99.66,170560,0.083928
V1,100000,1,9,261.79,674287104,2673714330,5358440,0,42264,0,0.262573968,99.70,170560,0.080226
V1,100000,16,1,349.19,806071446,2715225426,5267777,0,42295,0,0.200774792,10.87,170240,0.008567
V1,100000,16,10,328.00,765849171,2716352134,5341300,0,42295,0,0.190699621,10.75,170240,0.007881
V1,100000,16,2,331.12,772467092,2716556658,5339978,0,42295,0,0.193339541,10.70,170240,0.007920
V1,100000,16,3,336.73,782764488,2715282324,5311912,0,42296,0,0.197141401,10.68,170400,0.008026
V1,100000,16,4,326.81,764271184,2715794157,5342278,0,42296,0,0.190066382,10.75,170240,0.007783
V1,100000,16,5,329.42,769211945,2717015634,5335313,0,42295,0,0.190897880,10.79,170400,0.007953
V1,100000,16,6,327.80,764385743,2714167607,5311562,0,42297,0,0.193112020,10.61,170240,0.007723
V1,100000,16,7,346.15,804173361,2714681435,5266513,0,42297,0,0.198497231,10.90,170400,0.008577
V1,100000,16,8,328.89,765842473,2715570143,5344756,0,42296,0,0.190824969,10.77,170240,0.007899
V1,100000,16,9,360.55,842914489,2717307905,5200200,0,42298,0,0.200570477,11.24,170400,0.009417
V1,100000,2,1,276.64,704014241,2677903662,5354734,0,42266,0,0.234021012,59.11,170400,0.042120
V1,100000,2,10,266.44,683690650,2678060537,5358603,0,42268,0,0.224152385,59.43,170720,0.042119
V1,100000,2,2,268.10,684519971,2678064185,5358015,0,42265,0,0.225892836,59.34,170400,0.042220
V1,100000,2,3,266.70,684862251,2678015104,5359536,0,42265,0,0.224656794,59.36,170560,0.042222
V1,100000,2,4,266.67,683787243,2678027759,5357650,0,42266,0,0.224531953,59.38,170560,0.042515
V1,100000,2,5,275.32,705125131,2677923087,5353237,0,42268,0,0.232770364,59.14,170720,0.042017
V1,100000,2,6,266.40,684782485,2678069458,5359001,0,42268,0,0.224106093,59.44,170720,0.042207
V1,100000,2,7,273.67,696750552,2677680846,5353795,0,42267,0,0.231195880,59.19,170560,0.041887
V1,100000,2,8,266.51,684424230,2678016234,5358466,0,42265,0,0.224107004,59.46,170560,0.041746
V1,100000,2,9,274.38,698132468,2677038519,5353744,0,42266,0,0.232416729,59.03,170400,0.041300
V1,100000,20,1,377.23,875901420,2733415902,5134954,0,42307,0,0.198543871,9.50,170240,0.008238
V1,100000,20,10,350.79,820286315,2730702444,5249685,0,42307,0,0.189246864,9.27,170400,0.007216
V1,100000,20,2,351.30,818470674,2728388036,5242118,0,42306,0,0.190921108,9.20,170240,0.007220
V1,100000,20,3,353.11,822659619,2729244816,5247201,0,42304,0,0.190876671,9.25,170240,0.007341
V1,100000,20,4,378.51,878750675,2730112736,5150046,0,42304,0,0.198422803,9.54,170240,0.008307
V1,100000,20,5,381.95,884311226,2729856061,5148738,0,42305,0,0.200027154,9.55,170240,0.008430
V1,100000,20,6,352.85,822380552,2730458270,5245755,0,42307,0,0.190006081,9.29,170240,0.007372
V1,100000,20,7,384.88,896646517,2734995062,5152673,0,42305,0,0.199197706,9.66,170240,0.008605
V1,100000,20,8,379.32,877428323,2729610208,5164534,0,42306,0,0.200528010,9.46,170080,0.008248
V1,100000,20,9,384.32,892186391,2734229325,5151944,0,42307,0,0.200000035,9.61,170400,0.008558
V1,100000,4,1,278.52,704492692,2683181432,5354194,0,42273,0,0.210192281,33.13,170240,0.021723
V1,100000,4,10,272.77,688593583,2681202590,5361116,0,42270,0,0.204152253,33.40,170400,0.021793
V1,100000,4,2,272.23,693826408,2684364398,5354660,0,42272,0,0.203968271,33.37,170400,0.021652
V1,100000,4,3,282.15,710535393,2682804492,5354381,0,42271,0,0.214110479,32.94,170240,0.021561
V1,100000,4,4,272.40,694079213,2684384255,5356579,0,42271,0,0.203748894,33.42,170240,0.021768
V1,100000,4,5,279.39,708544711,2682730731,5354580,0,42272,0,0.212032204,32.94,170240,0.021440
V1,100000,4,6,274.08,700577810,2684670073,5353271,0,42272,0,0.205240976,33.39,170240,0.021898
V1,100000,4,7,281.34,705315602,2680961686,5353090,0,42273,0,0.213013044,33.02,170240,0.021694
V1,100000,4,8,274.97,700326580,2684743313,5352615,0,42272,0,0.205859723,33.39,170400,0.022251
V1,100000,4,9,277.50,702490062,2682217588,5353349,0,42272,0,0.210074773,33.02,170240,0.021418
V1,100000,8,1,297.76,726696286,2693262074,5360626,0,42280,0,0.202194850,18.41,170400,0.012433
V1,100000,8,10,294.59,720280954,2696939367,5363255,0,42279,0,0.194983162,18.89,170240,0.013017
V1,100000,8,2,293.42,719207453,2694582135,5359813,0,42279,0,0.197145560,18.60,170240,0.012540
V1,100000,8,3,298.40,725980806,2693381088,5361967,0,42279,0,0.203393783,18.34,170400,0.012307
V1,100000,8,4,290.72,716131496,2695599922,5363781,0,42281,0,0.193933839,18.74,170400,0.012519
V1,100000,8,5,303.33,740391559,2695626676,5351709,0,42278,0,0.205638615,18.44,170240,0.012702
V1,100000,8,6,290.81,716508850,2695645736,5366281,0,42280,0,0.194174172,18.72,170240,0.012510
V1,100000,8,7,298.80,731938361,2695703917,5357402,0,42279,0,0.201484643,18.54,170400,0.012680
V1,100000,8,8,289.61,713394174,2694763314,5367485,0,42280,0,0.193817971,18.68,170400,0.012404
V1,100000,8,9,299.80,734095666,2693895187,5362054,0,42281,0,0.204497849,18.33,170400,0.012377
V1,10000,1,1,28.98,68274089,265065470,310872,0,4249,0,0.029562656,98.03,18560,0.008026
V1,10000,1,10,27.92,67278124,265065406,232947,0,4247,0,0.028564975,97.74,18560,0.007936
V1,10000,1,2,27.26,66954026,265065471,308082,0,4250,0,0.027987005,97.40,18560,0.007753
V1,10000,1,3,30.22,67041968,265065379,261970,0,4248,0,0.030836587,98.00,18560,0.008230
V1,10000,1,4,27.45,66152081,265065400,234760,0,4248,0,0.028010207,98.00,18560,0.007723
V1,10000,1,5,29.39,66895469,265065375,247231,0,4247,0,0.030027532,97.88,18560,0.008296
V1,10000,1,6,27.57,65811118,265065391,223694,0,4249,0,0.028086667,98.16,18560,0.007588
V1,10000,1,7,29.34,67309493,265065390,251646,0,4248,0,0.030162893,97.27,18560,0.008233
V1,10000,1,8,27.66,65914382,265065385,217906,0,4249,0,0.028203133,98.07,18560,0.007820
V1,10000,1,9,28.66,67109892,265065379,251501,0,4248,0,0.029141583,98.35,18560,0.007969
V1,10000,16,1,68.01,149443821,304022866,283952,0,4287,0,0.023015865,18.47,18560,0.001629
V1,10000,16,10,67.88,145482498,302415537,250460,0,4286,0,0.023705877,17.90,18560,0.001500
V1,10000,16,2,68.02,150110500,304037757,276507,0,4286,0,0.023267325,18.27,18560,0.001605
V1,10000,16,3,68.77,149713332,304332724,164952,0,4286,0,0.024046196,17.87,18560,0.001727
V1,10000,16,4,67.47,147616642,303334903,221796,0,4284,0,0.023213244,18.17,18560,0.001563
V1,10000,16,5,67.30,146877244,303286024,264882,0,4286,0,0.022790992,18.46,18560,0.001549
V1,10000,16,6,67.84,147892556,303275259,265508,0,4284,0,0.023859859,17.77,18560,0.001584
V1,10000,16,7,68.28,148004442,303798683,275540,0,4285,0,0.023393336,18.24,18560,0.001604
V1,10000,16,8,66.54,146314659,302723361,264238,0,4286,0,0.023214443,17.91,18560,0.001453
V1,10000,16,9,66.42,145215801,302525464,260567,0,4286,0,0.022720356,18.27,18560,0.001481
V1,10000,2,1,32.48,74872752,268147473,262097,0,4251,0,0.027492738,59.07,18560,0.004622
V1,10000,2,10,38.26,76512384,268932183,438324,0,4251,0,0.034674782,55.17,18560,0.005515
V1,10000,2,2,29.85,72753382,267590365,268391,0,4250,0,0.024907014,59.92,18560,0.004296
V1,10000,2,3,31.92,72926545,267642682,276309,0,4251,0,0.026644743,59.90,18560,0.004508
V1,10000,2,4,30.39,72492535,267963533,281336,0,4249,0,0.025117907,60.49,18560,0.004536
V1,10000,2,5,31.79,73069572,267786517,271393,0,4250,0,0.026569127,59.83,18560,0.004623
V1,10000,2,6,29.63,71534345,267588979,274420,0,4252,0,0.024524003,60.41,18560,0.004206
V1,10000,2,7,31.57,73131012,267866293,274927,0,4250,0,0.026454753,59.67,18560,0.004463
V1,10000,2,8,34.07,77958416,269325656,378473,0,4251,0,0.289104720,5.89,18560,0.005955
V1,10000,2,9,32.33,76795209,269011123,327271,0,4250,0,0.028154111,57.42,18560,0.005670
V1,10000,20,1,80.82,177164530,317044300,230543,0,4298,0,0.022859090,17.68,18560,0.001856
V1,10000,20,10,83.94,187312801,322485486,251301,0,4299,0,0.022444222,18.70,18560,0.001985
V1,10000,20,2,79.97,173658856,315924168,191976,0,4296,0,0.023547742,16.98,18560,0.001731
V1,10000,20,3,80.29,174897342,315836777,278440,0,4298,0,0.023599417,17.01,18560,0.001810
V1,10000,20,4,78.91,173137421,315555034,249906,0,4297,0,0.022807501,17.30,18560,0.001718
V1,10000,20,5,79.42,172057242,314834055,264330,0,4297,0,0.023562757,16.85,18560,0.001618
V1,10000,20,6,79.57,174733904,316391912,244506,0,4299,0,0.022845550,17.41,18560,0.001741
V1,10000,20,7,81.05,175874527,316600438,252633,0,4299,0,0.024026460,16.87,18560,0.001702
V1,10000,20,8,77.13,171956220,315165470,257828,0,4298,0,0.021721565,17.75,18560,0.001598
V1,10000,20,9,77.86,169273198,313671781,266788,0,4298,0,0.023711910,16.42,18560,0.001499
V1,10000,4,1,37.76,86306679,273694406,330921,0,4256,0,0.024390481,38.70,18560,0.003404
V1,10000,4,10,34.91,81505615,271954588,260634,0,4254,0,0.023825393,36.63,18560,0.002543
V1,10000,4,2,35.90,81899004,272203959,288476,0,4256,0,0.024846529,36.12,18560,0.002427
V1,10000,4,3,34.45,83712078,272581586,305957,0,4254,0,0.023121826,37.25,18560,0.002559
V1,10000,4,4,36.88,83188056,272010319,289901,0,4257,0,0.025799496,35.74,18560,0.002578
V1,10000,4,5,34.00,82789801,272324946,280443,0,4256,0,0.022876703,37.16,18560,0.002494
V1,10000,4,6,34.70,82508576,272635516,191806,0,4256,0,0.023702614,36.60,18560,0.002539
V1,10000,4,7,33.05,80440519,271958102,187044,0,4255,0,0.022408836,36.87,18560,0.002416
V1,10000,4,8,35.53,82107920,272211802,257687,0,4257,0,0.024207642,36.69,18560,0.002580
V1,10000,4,9,33.79,81179180,272333016,220909,0,4255,0,0.022970891,36.77,18560,0.002419
V1,10000,8,1,41.69,100556370,281558701,226172,0,4262,0,0.021600625,24.13,18560,0.001588
V1,10000,8,10,46.07,105179267,281586972,423497,0,4263,0,0.024042038,23.95,18560,0.001843
V1,10000,8,2,44.75,104174691,281883944,274491,0,4264,0,0.023961112,23.35,18560,0.001707
V1,10000,8,3,44.30,103201304,282118433,223319,0,4263,0,0.023064752,24.01,18560,0.001706
V1,10000,8,4,42.79,101861322,282156778,161665,0,4264,0,0.022098046,24.20,18400,0.001661
V1,10000,8,5,42.63,101551748,281933739,187758,0,4263,0,0.021922356,24.31,18560,0.001631
V1,10000,8,6,44.30,102453469,281851930,274827,0,4262,0,0.023244224,23.82,18560,0.001738
V1,10000,8,7,44.68,103392920,282849198,255221,0,4263,0,0.022911807,24.38,18560,0.001779
V1,10000,8,8,44.04,102562696,281745662,267908,0,4264,0,0.022906632,24.03,18560,0.001694
V1,10000,8,9,42.16,100556471,281459681,238206,0,4265,0,0.021698884,24.29,18560,0.001591
V1,1000,1,1,3.90,6948748,25881915,26279,0,473,0,0.006694998,58.25,11040,0.000728
V1,1000,1,10,4.18,6563567,25881910,3178,0,474,0,0.004675882,89.39,11200,0.000884
V1,1000,1,2,3.77,6624792,25881904,714,0,472,0,0.004445533,84.80,11040,0.000749
V1,1000,1,3,4.37,6878678,25881917,26239,0,474,0,0.005052880,86.49,10880,0.000826
V1,1000,1,4,4.11,6598830,25881924,1868,0,472,0,0.004801613,85.60,10880,0.000838
V1,1000,1,5,4.21,6632574,25881918,3726,0,474,0,0.004838758,87.01,11040,0.000831
V1,1000,1,6,4.04,6554845,25881885,474,0,472,0,0.004756420,84.94,10880,0.000798
V1,1000,1,7,4.03,6558648,25881970,2026,0,473,0,0.004681270,86.09,11040,0.000818
V1,1000,1,8,4.07,6669674,25881902,9771,0,474,0,0.004531705,89.81,11200,0.000789
V1,1000,1,9,3.74,6575171,25881906,1850,0,473,0,0.004436319,84.30,11200,0.000769
V1,1000,16,1,18.20,32730940,37934331,2781,0,505,0,0.005279873,21.54,11200,0.001171
V1,1000,16,10,16.57,30392586,36932320,2806,0,505,0,0.004811769,21.52,10880,0.000987
V1,1000,16,2,17.44,31389446,37355392,3241,0,504,0,0.005285915,20.62,11040,0.001024
V1,1000,16,3,17.57,31881091,37565783,5040,0,505,0,0.005212272,21.07,10880,0.001081
V1,1000,16,4,17.40,31255116,37307366,3011,0,504,0,0.005396120,20.15,11040,0.001000
V1,1000,16,5,16.30,29327283,36445658,2445,0,506,0,0.005092053,20.01,11040,0.000882
V1,1000,16,6,17.80,32989083,38110995,4160,0,505,0,0.005210026,21.35,11040,0.001083
V1,1000,16,7,17.09,29511812,36470095,3692,0,505,0,0.005055438,21.13,11040,0.001065
V1,1000,16,8,17.58,32536892,37950349,2745,0,504,0,0.005076939,21.64,10720,0.001063
V1,1000,16,9,16.72,30166256,36818849,2686,0,504,0,0.005187131,20.15,11040,0.001004
V1,1000,2,1,4.46,7598621,26288074,4280,0,476,0,0.004401558,50.66,11040,0.000525
V1,1000,2,10,5.02,7679120,26379750,3266,0,474,0,0.004771779,52.60,10880,0.000507
V1,1000,2,2,5.38,8199764,26553419,3067,0,476,0,0.005108370,52.66,10880,0.000725
V1,1000,2,3,4.60,7523098,26283440,3103,0,476,0,0.004441319,51.79,11040,0.000579
V1,1000,2,4,4.86,7540181,26304366,2590,0,477,0,0.004693244,51.78,11040,0.000560
V1,1000,2,5,4.59,7587961,26307066,1911,0,477,0,0.004368337,52.54,11040,0.000602
V1,1000,2,6,4.41,7713633,26378513,3090,0,476,0,0.004231925,52.10,10880,0.000568
V1,1000,2,7,4.57,7462066,26251758,1713,0,474,0,0.004448796,51.36,10880,0.000565
V1,1000,2,8,5.03,7643333,26368805,3561,0,477,0,0.004877345,51.56,11040,0.000550
V1,1000,2,9,4.46,7408098,26256445,2088,0,477,0,0.004364602,51.09,11040,0.000551
V1,1000,20,1,21.28,39037240,40935141,2976,0,515,0,0.005220186,20.38,11040,0.001151
V1,1000,20,10,23.53,43705435,43182915,2204,0,512,0,0.005563808,21.15,11040,0.001308
V1,1000,20,2,20.99,39907643,41446223,2153,0,513,0,0.005268647,19.92,10880,0.001088
V1,1000,20,3,20.28,37736370,40454485,3212,0,512,0,0.005322602,19.05,11040,0.000981
V1,1000,20,4,20.17,38078657,40643269,2768,0,512,0,0.005180176,19.47,10880,0.001032
V1,1000,20,5,20.43,38176913,40648669,3097,0,515,0,0.005384226,18.97,11200,0.001033
V1,1000,20,6,21.26,40566393,41781233,2272,0,515,0,0.005154387,20.62,10880,0.001121
V1,1000,20,7,20.25,37343787,40248643,2522,0,514,0,0.005017344,20.18,10880,0.001090
V1,1000,20,8,22.15,42173640,42526285,2359,0,514,0,0.005367199,20.63,11040,0.001172
V1,1000,20,9,23.65,43485161,42982675,4303,0,513,0,0.005391808,21.93,11040,0.001363
V1,1000,4,1,4.88,9228584,27106205,2239,0,480,0,0.003879057,31.45,11040,0.000442
V1,1000,4,10,5.74,9539895,27188743,2534,0,480,0,0.004619142,31.07,10880,0.000456
V1,1000,4,2,5.62,9342879,27166591,2906,0,481,0,0.004443976,31.62,10880,0.000403
V1,1000,4,3,4.76,9012788,27010195,1610,0,478,0,0.003869278,30.76,11040,0.000415
V1,1000,4,4,5.15,9141790,27075892,2436,0,480,0,0.004202834,30.63,10880,0.000383
V1,1000,4,5,5.32,8940079,26948230,2087,0,478,0,0.004348222,30.59,11040,0.000405
V1,1000,4,6,5.57,9017425,27004648,2744,0,479,0,0.004529047,30.75,11040,0.000373
V1,1000,4,7,5.71,9486248,27232555,1911,0,479,0,0.004255414,33.55,11040,0.000471
V1,1000,4,8,5.54,8906788,26935845,3920,0,480,0,0.004377174,31.64,11040,0.000415
V1,1000,4,9,5.09,9336083,27094025,2777,0,480,0,0.003999202,31.82,10880,0.000401
V1,1000,8,1,8.74,14913938,29699017,2092,0,487,0,0.004573985,23.89,11040,0.000652
V1,1000,8,10,8.81,14688511,29530689,7218,0,487,0,0.004801647,22.93,10880,0.000717
V1,1000,8,2,8.76,15266357,29875355,3524,0,488,0,0.004936128,22.18,10880,0.000688
V1,1000,8,3,8.13,14016687,29301187,2906,0,487,0,0.004543113,22.37,11040,0.000561
V1,1000,8,4,7.54,13511965,29071818,1471,0,487,0,0.004267398,22.09,10880,0.000486
V1,1000,8,5,8.43,15766452,30115244,1997,0,487,0,0.004347444,24.24,11040,0.000587
V1,1000,8,6,8.87,15282548,29828495,5482,0,489,0,0.004829884,22.96,10880,0.000597
V1,1000,8,7,7.97,13389224,29035587,2422,0,487,0,0.004476188,22.26,10880,0.000509
V1,1000,8,8,7.88,13673850,29185985,2382,0,489,0,0.004632111,21.26,11040,0.000513
V1,1000,8,9,7.97,14326450,29467964,2178,0,488,0,0.004345072,22.93,10880,0.000582
V3,1000000,1,1,2588.59,6629625720,26847387928,53823998,0,418756,0,2.595683526,99.73,1703212,0.782352
V3,1000000,1,10,2608.55,6655642871,26847387958,53828983,0,418757,0,2.993791222,87.13,1703212,0.782519
V3,1000000,1,2,2738.31,6839362324,26847388272,53766825,0,418758,0,3.437866333,79.65,1703212,0.854880
V3,1000000,1,3,2596.86,6646835633,26847387936,53829795,0,418756,0,2.602879369,99.77,1703212,0.781916
V3,1000000,1,4,2583.48,6604776184,26847387957,53818908,0,418754,0,4.782236209,54.02,1703048,0.781507
V3,1000000,1,5,2743.81,6877222904,26847388401,53793690,0,418757,0,2.775693901,98.85,1703208,0.825841
V3,1000000,1,6,2610.50,6649502221,26847387971,53828874,0,418755,0,2.674844906,97.59,1703212,0.780985
V3,1000000,1,7,2721.27,6852796440,26847388194,53783681,0,418757,0,2.750624348,98.93,1703212,0.830945
V3,1000000,1,8,2604.55,6651758670,26847387961,53829781,0,418755,0,3.494172268,74.54,1703212,0.782000
V3,1000000,1,9,2699.25,6878125307,26847388067,53783942,0,418757,0,2.706596341,99.73,1703208,0.827365
V3,1000000,16,1,3287.57,7589803016,26915484057,51794158,0,421453,0,1.988818778,10.33,1700476,0.085223
V3,1000000,16,10,3199.37,7451443473,26919427145,52032227,0,421453,0,1.788916756,11.18,1700480,0.084400
V3,1000000,16,2,3200.94,7455230131,26917517332,52029715,0,421454,0,1.813633728,11.03,1700480,0.084147
V3,1000000,16,3,3272.35,7575085610,26914701474,51826529,0,421454,0,3.064535083,6.67,1700476,0.084226
V3,1000000,16,4,3215.00,7458876842,26920712247,52025643,0,421454,0,1.951966235,10.29,1700480,0.085273
V3,1000000,16,5,3276.07,7587055476,26915274105,51849608,0,421455,0,1.863597787,10.99,1700480,0.084717
V3,1000000,16,6,3202.73,7449205205,26919853682,52009729,0,421452,0,1.859198941,10.77,1700480,0.085146
V3,1000000,16,7,3193.67,7444696960,26920283209,52042147,0,421454,0,1.819614670,10.97,1700480,0.084949
V3,1000000,16,8,3286.44,7594533233,26914520485,51791460,0,421453,0,1.940723200,10.58,1700476,0.084989
V3,1000000,16,9,3203.86,7457554811,26921252796,52027006,0,421453,0,1.790064732,11.19,1700480,0.085314
V3,1000000,2,1,2685.82,6819165321,26852200748,53822862,0,419194,0,2.417055850,55.56,1702936,0.404042
V3,1000000,2,10,2606.00,6684891392,26854131211,53863002,0,419191,0,2.158903433,60.35,1702932,0.408703
V3,1000000,2,2,2619.51,6687024162,26852901894,53867269,0,419191,0,3.203839891,40.88,1702772,0.408154
V3,1000000,2,3,2702.79,6831292793,26852354664,53806458,0,419192,0,2.341352442,57.72,1702936,0.403465
V3,1000000,2,4,2602.51,6690773427,26853077435,53861149,0,419191,0,2.166405985,60.07,1702932,0.408489
V3,1000000,2,5,2683.77,6814106408,26851936693,53798211,0,419191,0,3.677659948,36.49,1702776,0.403105
V3,1000000,2,6,2622.40,6684059742,26852795104,53863020,0,419191,0,2.916288245,44.96,1702772,0.408487
V3,1000000,2,7,2728.96,6826168676,26851873609,53815052,0,419195,0,2.401889672,56.81,1702936,0.404456
V3,1000000,2,8,2613.84,6690829369,26853179654,53862381,0,419191,0,2.251854714,58.04,1702776,0.408165
V3,1000000,2,9,2694.50,6814521566,26851905768,53808605,0,419193,0,2.245351214,60.00,1702932,0.402979
V3,1000000,20,1,3606.43,8360646029,26937174997,50394234,0,421461,0,2.705871310,6.66,1699516,0.085205
V3,1000000,20,10,3537.33,8177262788,26943775815,50598020,0,421460,0,3.820645009,4.63,1699516,0.085418
V3,1000000,20,2,3519.48,8161279507,26942237845,50625278,0,421459,0,2.181812780,8.07,1699516,0.085909
V3,1000000,20,3,3617.40,8364011771,26949092023,50418612,0,421460,0,2.942226081,6.15,1699516,0.084921
V3,1000000,20,4,3506.62,8167770913,26942952259,50621490,0,421458,0,1.790203012,9.79,1699356,0.084915
V3,1000000,20,5,3649.59,8361009482,26939095575,50411167,0,421460,0,1.908074029,9.56,1699516,0.085216
V3,1000000,20,6,3498.25,8149609041,26941795616,50634143,0,421461,0,1.788090127,9.78,1699516,0.085232
V3,1000000,20,7,3621.90,8409209614,26948292363,50373075,0,421459,0,1.857204392,9.75,1699520,0.086770
