# started on Wed Apr 16 15:37:13 2025

1.703261898,364,,cache-misses:u,100064799,100.00,,
1.703261898,0,,context-switches:u,100064799,100.00,,
1.703261898,43,,minor-faults:u,100064799,100.00,,
1.703261898,0,,major-faults:u,100064799,100.00,,
1.803435420,202508452,,cycles:u,100087242,100.00,,
1.803435420,577118204,,instructions:u,100087242,100.00,2.85,insn per cycle
1.803435420,276,,cache-misses:u,100087242,100.00,,
1.803435420,0,,context-switches:u,100087242,100.00,,
1.803435420,46,,minor-faults:u,100087242,100.00,,
1.803435420,0,,major-faults:u,100087242,100.00,,
1.903602552,206242784,,cycles:u,100105503,100.00,,
1.903602552,587574723,,instructions:u,100105503,100.00,2.85,insn per cycle
1.903602552,434,,cache-misses:u,100105503,100.00,,
1.903602552,0,,context-switches:u,100105503,100.00,,
1.903602552,46,,minor-faults:u,100105503,100.00,,
1.903602552,0,,major-faults:u,100105503,100.00,,
2.003765062,201433125,,cycles:u,100101078,100.00,,
2.003765062,573404088,,instructions:u,100101078,100.00,2.85,insn per cycle
2.003765062,421,,cache-misses:u,100101078,100.00,,
2.003765062,0,,context-switches:u,100101078,100.00,,
2.003765062,45,,minor-faults:u,100101078,100.00,,
2.003765062,0,,major-faults:u,100101078,100.00,,
2.103932356,209154071,,cycles:u,100106447,100.00,,
2.103932356,595595783,,instructions:u,100106447,100.00,2.85,insn per cycle
2.103932356,316,,cache-misses:u,100106447,100.00,,
2.103932356,0,,context-switches:u,100106447,100.00,,
2.103932356,46,,minor-faults:u,100106447,100.00,,
2.103932356,0,,major-faults:u,100106447,100.00,,
2.204066864,213047882,,cycles:u,100036793,100.00,,
2.204066864,607118483,,instructions:u,100036793,100.00,2.85,insn per cycle
2.204066864,477,,cache-misses:u,100036793,100.00,,
2.204066864,0,,context-switches:u,100036793,100.00,,
2.204066864,48,,minor-faults:u,100036793,100.00,,
2.204066864,0,,major-faults:u,100036793,100.00,,
2.213544263,17849626,,cycles:u,9170147,100.00,,
2.213544263,50071129,,instructions:u,9170147,100.00,2.81,insn per cycle
2.213544263,2617,,cache-misses:u,9170147,100.00,,
2.213544263,0,,context-switches:u,9170147,100.00,,
2.213544263,28,,minor-faults:u,9170147,100.00,,
2.213544263,0,,major-faults:u,9170147,100.00,,
